V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
-1.83007976520158,-3.46027348636053,0.981964497010612,-2.7819715444211,1.77396973245977,-1.72507714421316,-1.45458074596429,0.0144066795517435,-1.63849054116053,0.995098975905953,-0.0117086278104112,-0.404795213496883,0.398449289170929,-0.635198894908514,-1.7647362814338,0.126340980789756,-0.554814984065004,0.66517041674532,-1.13657477389788,0.387411276271519,0.200417800484113,0.270307084664117,0.547571329418283,-0.603990531397531,-0.5457285072811,-0.494858069840358,-0.0855017752036902,0.0179880661584137,95.0,0
1.3293832195894,-0.579197550499023,-0.135144797036832,-0.852050867514728,-0.514398748748551,-0.316857270205807,-0.321801658818783,-0.145194908643732,-1.2582877166976,0.824479476451485,0.586427312793595,0.645822438440704,1.11597630353991,0.161334805643062,0.128256901877801,-0.923060594375841,-0.6074794906792,1.55333754414351,-0.178287396254003,-0.294961186333598,-0.352374094952178,-0.629718352392523,-0.120726100353216,-0.444180298560902,0.363477836345579,1.06689913590237,-0.0745146690224429,-0.0040393421556273,55.49,0
-0.262406842250434,0.505616338916474,1.71275034220427,-0.23064778139413,0.0627530155334382,-0.606017077274653,0.860131461544661,-0.262527162580625,0.311220406313476,-0.663530957824035,-0.902207221135194,0.264419705040071,0.0193383556762235,-0.621307868588015,-1.13741422734086,-0.205710014284315,-0.354741854245648,-0.559207335676406,-0.569892955052581,-0.0694025356453664,-0.0521696748327214,0.173411861135634,-0.211840713789181,0.445388876394051,0.14114285586454,0.209189820595124,-0.180207221527407,-0.214602986572802,19.99,0
1.35554688789736,-0.520559881345793,0.44957911926032,-0.846560421387608,-0.885825173331916,-0.505035864468953,-0.616777173878927,-0.0476031676323549,-1.0553148387415,0.757488711503107,1.27049409667764,0.233793142276513,0.510506509129356,-0.0548454520665093,0.0708666144928378,1.50302968320479,-0.163704028616731,-1.02193824422778,1.02539858736173,0.145391285626536,-0.0535679988967591,-0.325527575426787,0.0624835525078373,-0.0051133758626394,0.252806383159057,-0.479839173496967,0.0056282489349934,0.0127462452945161,25.0,0
-0.556344664753385,0.139281355914279,0.808807511125764,-1.6447380676917,-0.596786426439001,-0.803966629303049,-0.130999185741589,0.307268989452214,-1.06595115894022,-0.333295313731835,-1.34879665788568,0.499159731261348,1.41961711506379,-0.207692568003842,-0.635420959524117,-0.818149816916494,-0.490779310581116,0.878141246845632,-1.51011851054733,-0.562460298036808,-0.410919408867703,-0.874338667165479,0.362499771405628,-0.0585246507684589,-1.30247894815524,0.0012760520078662,0.0710579336474019,0.139101233957598,29.95,0
-1.13338419978218,-0.0755396933234025,1.69557627904196,-1.09335899239569,-0.250542675938789,-0.224424217453187,0.920927139904774,0.0148743278554196,-1.20856249358932,-0.443415072921862,-1.69204745431547,-0.836566154475275,-0.603770968955109,-0.0988208034051158,-0.679211350458666,-0.909500273347331,-0.738650345081265,1.43236432226288,-2.46403061533906,-0.367600397297894,-0.241058545008411,-0.564345509664794,-0.0499917079737515,-0.290247123243406,0.831990387598026,-0.719386452939702,0.0020079295821354,0.0688169515720427,148.0,0
-2.48768470226557,2.15780728426176,0.867129991668652,-1.78365967882385,-0.511681166790383,-0.521411472519422,0.248619421767872,0.48588041122311,0.945792100959432,1.52425483219637,1.79214450265859,1.16759939395803,0.331481761126961,-0.286212465143184,0.0861086721865305,0.310690926838389,-0.593673509210749,-0.523390599505358,-1.04924150284962,0.904536226098271,-0.198502053344716,-0.0228137359840548,0.0672772082941522,0.239807153172555,-0.0994467007440525,0.722676401717462,0.715325827363839,0.3070703954378,0.77,0
2.04013191950931,-0.140978320019266,-1.21834774874717,0.201698940519149,0.112044471127306,-0.583882493877795,0.035449442055287,-0.117852234738584,0.35679395948621,0.244182007817154,0.595948402769509,0.843316718066791,-0.278651352170533,0.517982749137485,-0.548476671241737,0.164059344038956,-0.608998901322105,-0.293477580424337,0.516600115617541,-0.229260871065321,-0.262187551189986,-0.662511584113565,0.289862475827916,-0.474997970279689,-0.300937518936537,0.209522641697377,-0.0738464621876575,-0.0755733397937079,0.89,0
1.41458144718225,-0.942179322366275,-0.60761412638011,-1.80183065900363,1.0149486220942,3.5340239631532,-1.58922754546564,0.92793918683301,-0.544253976881009,0.662331327873037,-0.0767937994154688,-0.760690593587072,0.35712765342663,-0.323516000418031,1.29327145412047,1.80207712767019,-0.448524830292673,-0.418183445896698,0.592161647148014,0.236596965235593,0.33406174515072,0.75537382755431,-0.146054844166164,1.04963652994307,0.586693773349938,-0.0352042322647148,0.038956579259668,0.0206760894161775,19.95,0
2.21947234861191,-0.62357611490105,-1.76040930564403,-0.973164140599514,-0.0186122514303585,-0.838922230039147,-0.0816021796509721,-0.342599581946505,-0.891046655551726,0.943897862547772,0.699345539246901,0.529683253371886,0.709054999579825,0.0447517134049209,-1.44188719198388,0.5022135366564,0.182437959430653,-1.44086954753535,1.25270779028939,-0.0063848859101351,0.220440067601665,0.768841489043687,-0.0386767120773721,-0.393123945327724,0.335248795804064,-0.0350139577594852,-0.0501064122912046,-0.0877732543672375,10.0,0
